1,2013-01-01,tuesday  ,1.0,JAN,Q1,2013.0
2,2013-01-02,wednesday,2.0,JAN,Q1,2013.0
3,2013-01-03,thursday ,3.0,JAN,Q1,2013.0
4,2013-01-04,friday   ,4.0,JAN,Q1,2013.0
5,2013-01-05,saturday ,5.0,JAN,Q1,2013.0
6,2013-01-06,sunday   ,6.0,JAN,Q1,2013.0
7,2013-01-07,monday   ,7.0,JAN,Q1,2013.0
